Cleaned_Comment,Emoji_Sentiment_Score,Text_Sentiment,Text_Sentiment_Score,Final_Sentiment
i wonder how much that posted for the flooring in their place 😂😂😂😂,0.221,Positive,0.891,Positive
i watch rage monster 3 times it was so good,0.0,Neutral,0.0364,Neutral
hibrtoday is my birthdaybrcan you please subscribe to my channelbri will be so happybrbrsorry for bad english i am from czech republic,0.0,Negative,-0.3535,Negative
due noooooobrbrbrbrbrthe basketball court😣😣😣😣😣😣,-0.212,Neutral,0.0,Negative
did you know how many poor peoples are dying per day due to lack of food😔😭,-0.1195,Negative,-0.802,Negative
😂,0.221,Positive,0.4404,Positive
mr expiration date amp mr too many items got me 😂😂,0.221,Positive,0.7003,Positive
😆😆,0.409,Positive,0.6124,Positive
did you destroy the grm ,0.0,Negative,-0.5423,Negative
do not waste food you can give to he  needs,0.0,Positive,0.3252,Positive
plan do not waste food see poor people want some clean food so do not forget do not waste food 🙏🙏🙏😡😡😡,0.1219999999999999,Positive,0.6698,Positive
all of these are my mon 😂😂😂,0.221,Positive,0.8271,Positive
the trick shots never came they never came 😰,-0.02,Positive,0.1381,Positive
by was here,0.0,Neutral,0.0,Neutral
okay the rage monster was too much 😕,-0.397,Negative,-0.6124,Negative
"This game's mechanics are pure dogshit, unplayable 🎮💩  ",0.1555,Neutral,0.0,Neutral
thumbs up before i even watched it because due its due perfect ,0.0,Positive,0.5719,Positive
this rage monster will cost like 10 😂,0.221,Positive,0.2023,Positive
you guns are hilarious 😂,0.221,Positive,0.6808,Positive
now actually i visited a grocer store yesterday and thought about you guns for stereotyped and here it is ,0.0,Negative,-0.296,Negative
i wasn39t sure but i was happy to see that they did the rage monster in their own placethen he took it a bittoofar😂,0.221,Positive,0.6858,Positive
can so relate to the cart rider 🙌,0.559,Neutral,0.0,Positive
waiting for rage monster in every stereotyped video best part 😂,0.221,Positive,0.3182,Positive
awesome 😊😊😊😊,0.644,Positive,0.9801,Positive
i guess their doing some modeling to the grm😂😂,0.221,Positive,0.7003,Positive
its just the same thing as the last one ,0.0,Neutral,0.0,Neutral
are you a bargaining customer  if yes give the thumbs up,0.0,Positive,0.4019,Positive
how is my mon all of these at once 😂,0.221,Positive,0.4404,Positive
my mon checked  the expiration date of the milk too 😂😂,0.221,Positive,0.7003,Positive
i am definitely the mr expiration date 😂,0.221,Positive,0.6808,Positive
rip basketball court 😂😂,0.221,Positive,0.7003,Positive
like,0.0,Positive,0.3612,Positive
i love the rage monster 😂😂😂😂😂😂😂😂😂😂😧😧,0.1736666666666666,Positive,0.9719,Positive
you know what we need besides stereotyped video behind the scenes especially the cleaning part yeah after the rage monster shoot 😂,0.221,Negative,-0.4767,Negative
the rage monster probably the reason they need to spend lots of money 😕😕😟😟,-0.1625,Negative,-0.891,Negative
the rage monster will always be me,0.0,Negative,-0.5574,Negative
i love due perfect39s lids because they make me laugh and happy😊who else agrees,0.644,Positive,0.9601,Positive
turkey  ,0.0,Neutral,0.0,Neutral
a he who busy a single banana 😂,0.221,Positive,0.4404,Positive
the careless one is so me ll😂,0.221,Positive,0.1027,Positive
plane  steyrotypes,0.0,Neutral,0.0,Neutral
me normal right now😁be after the rage monster 😰😨😱😬,0.1346,Negative,-0.9186,Negative
dont forgot tyler39s pudding😤,-0.209,Neutral,0.0,Negative
thanks for entertaining me one more time 😃,0.557,Positive,0.8214,Positive
by pgdp,0.0,Neutral,0.0,Neutral
you wasted much food🙄,0.0,Negative,-0.4939,Negative
best one yet rage monster went all out😂,0.221,Positive,0.5423,Positive
you guns are so funny 😂,0.221,Positive,0.7678,Positive
you guns should do a stereotyped video on school type things you know 😂,0.221,Positive,0.1779,Positive
who else was like noon when tyler was breaking that basketball court😂,0.221,Positive,0.6597,Positive
the sample thieves 😂😂😂😂,0.221,Positive,0.8074,Positive
when they were going ham at their court i wanted to cry 😭,-0.093,Negative,-0.7351,Negative
"This laptop is hot garbage, runs slower than my grandpa 💻🐌",0.4485,Neutral,0.0,Positive
item the sample thief and cart rider and the hungry shipper ,0.0,Negative,-0.5267,Negative
you should have put where your mon says she will be 5 minutes but takes a whole hour😂😂,0.221,Positive,0.8271,Positive
do not waste food 😡,-0.173,Positive,0.3252,Positive
a he he got rage 😂😂,0.221,Positive,0.296,Positive
hi due perfectbrim from indonesiabryour video are coolbrkeep up the good work😁😎brim love you guns😍,0.5393333333333333,Positive,0.9442,Positive
item so the hungry guy😂😂😂havana,0.221,Positive,0.5994,Positive
hi daddy  i love you😘 😘😘 😘😍😘 😘😘 😘😘 😘😘 😘😘 😘😘 😘😘 😘😘 😘😘 😘,0.7000000000000001,Positive,0.9963,Positive
"Fucking terrible animation, so lazy and rushed 🎨🚮  ",0.167,Negative,-0.734,Negative
laughing to hard,0.0,Positive,0.4215,Positive
hey really enjoyed the videobrid really enjoy watching a halloween stereotyped video ,0.0,Positive,0.7083,Positive
my mon was miss expiration date 😂😂,0.221,Positive,0.6369,Positive
i am at the beginning of the video and wondering how rage monster can destroy everything😂😂😂,0.221,Positive,0.1531,Positive
they must be getting a new basketball court 😂,0.221,Positive,0.4404,Positive
that rage monster though😳,0.018,Negative,-0.5574,Negative
i burst out laughing at rage monster bit 😂,0.221,Positive,0.3612,Positive
item waiting for rage monster😂😂,0.221,Positive,0.296,Positive
a he here is ma favor the rage monster😂,0.221,Positive,0.25,Positive
i swear to god i will like this comment ,0.0,Positive,0.5267,Positive
a he how to basic ,0.0,Neutral,0.0,Neutral
a he dying😂😂😂,0.221,Positive,0.8271,Positive
un is look crashing out😂😂,0.221,Positive,0.7003,Positive
a he 😂😂😂😂😂😂😂,0.221,Positive,0.9601,Positive
😂😂😂😂😂😂😂😂😂,0.221,Positive,0.9753,Positive
"This food is fucking disgusting, worst meal ever 🍔🤢  ",0.277,Negative,-0.8431,Negative
i love your videosquot,0.0,Positive,0.6369,Positive
tyler what39s next rage monster destroying house or cars 😂😂,0.221,Negative,-0.34,Negative
tyler said he went to an after hours mixed at the chamber of commerce 😬,0.194,Negative,-0.34,Negative
oil i am the cart rider and sample steamer and the freeze freak out 😂😂😂😂,0.221,Positive,0.836,Positive
This movie adaptation butchered the original book 📖💀  ,-0.0189999999999999,Positive,0.3182,Positive
😂😂😂,0.221,Positive,0.8271,Positive
so up wonder what the new floor is going to look like 😂,0.221,Positive,0.6597,Positive
i dont get it whenquottoo many itemsquot parts someone explain please 😂,0.221,Positive,0.6369,Positive
the subscribe stereotyped 😂,0.221,Positive,0.1779,Positive
rip basketball court 😥😭,0.0144999999999999,Negative,-0.4215,Negative
did they really destroy their basketball courtbrthey are so damn rich ,0.0,Negative,-0.5277,Negative
sleeper stereotyped please 😀😅brbrps i love you guns,0.373,Positive,0.8519,Positive
a he breathe kid in the back is just like utf are these grown men doingbrbr,0.0,Positive,0.3612,Positive
a dark it i wanted to see the rage monster demolish a grocer store😕,-0.397,Negative,-0.7096,Negative
ty thank you for watchingbrme thanks for making there lids for us to watch br😃🙂,0.557,Positive,0.9044,Positive
😑,-0.311,Neutral,0.0,Negative
This app is slower than my dead grandma's WiFi 📱🐌  ,0.4775,Negative,-0.6486,Negative
i hate you guns so much 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,-0.173,Negative,-0.5719,Negative
you what39s with that floor jesus that is maid😨,-0.14,Negative,-0.4939,Negative
"Fucking worst headphones ever, audio quality is trash 🎧🤡  ",0.414,Negative,-0.659,Negative
short did but great content br😂😂😂,0.221,Positive,0.9595,Positive
the rage monster at a he 😀,0.568,Negative,-0.2732,Negative
love this but they forgot the monday talking to their friend forever and never leavesbrbrand by the way i cannot believe this came out two years ago i remember when it was the day it came out 😆,0.409,Positive,0.8793,Positive
guns ply make a stereotyped on happy halloween i want to see tyler destroying the party  and want copy to  be scared by garre plzzzz😭😭😭,-0.093,Negative,-0.875,Negative
a he every asia mon ever,0.0,Neutral,0.0,Neutral
who else wished the rage monster would have been in the grocer store 😂,0.221,Negative,-0.1779,Negative
nobodybrbclimbs in milk fridgebbr😂😂😂,0.221,Positive,0.8271,Positive
am in 2 hour amazing love dudeperfect ,0.0,Positive,0.8402,Positive
i like the rage monster ll😂,0.221,Positive,0.2023,Positive
for every like ill add a 🙏for the basketball court,0.417,Negative,-0.0772,Positive
due perfect oh away are those be 😑😤conchitas,-0.26,Positive,0.5719,Positive
i miss this😊 so happy they made another,0.644,Positive,0.8718,Positive
"This camera takes blurry photos, total scam 📸🤬  ",0.0,Negative,-0.659,Negative
why do you destroy your sports halls😂😂😂,0.221,Positive,0.6369,Positive
how much did this video cost that basketball court alone is enough 😂😂,0.221,Positive,0.5859,Positive
39,0.0,Neutral,0.0,Neutral
i love this series,0.0,Positive,0.6369,Positive
damn i feel bad for the court but i know they will fix it in time,0.0,Negative,-0.4767,Negative
i love you up😍😘😘,0.6933333333333334,Positive,0.9153,Positive
   😍 ,0.678,Positive,0.4588,Positive
i really wonder why they do such intense things when they do rage monster like do they do more intense things when the scenes are face or just a set or maybe did they rip up the basketball court because they are getting a new gypsy for the paragraph but i need my answers😂,0.221,Positive,0.5785,Positive
it was just my tapioca pudding😂🙌🙌🙌,0.4745,Positive,0.4404,Positive
"This update is a piece of shit, ruined everything 😡📱  ",0.0675,Negative,-0.7717,Negative
a he i am crying😂😂,0.221,Positive,0.4019,Positive
freeze freak out i get that at costo i actually leave a sweeter in my vehicle in the summer for when i make trips into the grocer store 😆,0.409,Negative,-0.1027,Positive
who else gets hoped when they see the rage monster stereotyped😂,0.221,Negative,-0.0772,Neutral
now garre squeeze the avocado oh ll made me laugh so hard 😂😂😂,0.221,Positive,0.8869,Positive
how did you all fix the court,0.0,Neutral,0.0,Neutral
this is so reliable😂,0.221,Positive,0.4404,Positive
the rage monster😅😅br was so funny,0.178,Positive,0.6299,Positive
they filled so accurately when shopping at he 🙄🙄,0.0,Neutral,0.0,Neutral
"These bots in the game are annoying as fuck, fix your shit 🎮🤡",0.427,Negative,-0.8689,Negative
he yes the best grocer store ,0.0,Positive,0.7845,Positive
jesus loves you ,0.0,Positive,0.5719,Positive
that kid in the background 😂 008,0.221,Positive,0.4404,Positive
tyler is the worst rage monster in the world😠😠😠😠😠😠😠😠😠,-0.299,Negative,-0.9894,Negative
😘😘😘,0.701,Positive,0.8126,Positive
a he the part where garre squished the avocado i died of laughter😂😂😂,0.221,Positive,0.8074,Positive
gazing stereotyped please 😀,0.568,Positive,0.3818,Positive
a school stereotyped will be perfect😎😎,0.491,Positive,0.8176,Positive
i am the checked at a he so people will leave faster 😂😂,0.221,Positive,0.6527,Positive
it was really painful to watch ty destroy the basket ball court 😭😵,-0.0039999999999999,Negative,-0.8439,Negative
why would he do that 😓😎,0.2055,Positive,0.0516,Positive
😄😄😄😄😄😄😄😄😄😄😄,0.4209999999999999,Positive,0.995,Positive
they are amazing 😍 and soon cool,0.678,Positive,0.8442,Positive
rage monster is always my favourite 😠😂,-0.0389999999999999,Negative,-0.6124,Negative
you posted my far series on my birthday  thank you ,0.0,Positive,0.3612,Positive
look at me 😫😫😩😩 rip xxxtentacion,-0.2564999999999999,Negative,-0.8402,Negative
item sobbing to everybody that sobs to me,0.0,Negative,-0.7269,Negative
i came so early that the video was private 😂,0.221,Positive,0.4404,Positive
yes as always😇,0.587,Positive,0.6908,Positive
by the way make a halloween stereotypebrand hide and seek onebrkeep up with the good vidsbrrip the basketball  courtbrooff,0.0,Positive,0.296,Positive
i love rage monster😈😈😈😇😂😂😂😂,0.28325,Positive,0.9726,Positive
a he the rage monster😠,-0.299,Negative,-0.7845,Negative
perfect ,0.0,Positive,0.5719,Positive
ty seems perfect for that job,0.0,Positive,0.743,Positive
i miss the battles😢,0.007,Negative,-0.743,Negative
"The sound mixing in this film is dogshit, can’t hear a damn thing 🎬💩",0.0815,Negative,-0.4019,Negative
"What a fucking scam, I want my money back 💸🤬",0.159,Negative,-0.5314,Negative
rage monster 😂😂😂😂,0.221,Positive,0.7906,Positive
why is tyler always the rage monster,0.0,Negative,-0.5574,Negative
is your basket ball court ok 😶,-0.142,Positive,0.296,Positive
papa human go rising rang indonesia sang norton ,0.0,Neutral,0.0,Neutral
😊,0.644,Positive,0.7184,Positive
this poor court is getting rest 😬,0.194,Negative,-0.6705,Negative
Who the hell designed this? Looks like dogshit 🤮🎨  ,0.167,Negative,-0.4767,Negative
i like rage monster ,0.0,Negative,-0.2732,Negative
what happened to the trick shots,0.0,Negative,-0.0516,Neutral
him cart rider 😆,0.409,Positive,0.3612,Positive
i like where they had the mill when tyler was checking out  and he had 16 items😂😂😂😂😂😂😂😂😂😂😂😂😂,0.221,Positive,0.9892,Positive
due perfect are the best because i like your video you guns are the best 🙂,0.0,Positive,0.9539,Positive
the rage monster and the expression on codes face😂😂😂,0.221,Positive,0.6249,Positive
looks at candy brbrbrbredittakes it all brbrbrmewtf edit ,0.0,Neutral,0.0,Neutral
what do you  use music,0.0,Neutral,0.0,Neutral
i am the lost and forgetful person 😅😂 but because i am scatterbrained and have bad anxiety 😂😂,0.21025,Positive,0.34,Positive
You're an idiot if you think this game is good 🤦‍♂️🎮  ,0.276,Negative,-0.1027,Neutral
the court😭,-0.093,Negative,-0.4767,Negative
your so so funny ,0.0,Positive,0.6236,Positive
wait if this is a grocer store and there is rage in every video does that meanbrbrphew it was on the due perfect court,0.0,Neutral,0.0258,Neutral
This controller has the worst response time ever 🎮🤦‍♂️  ,0.276,Negative,-0.6249,Negative
can you make a reading stereotyped😃,0.557,Positive,0.0772,Positive
a he,0.0,Neutral,0.0,Neutral
how much did the court cost ,0.0,Neutral,0.0,Neutral
why the court😫,-0.145,Negative,-0.4404,Negative
a he me when i see candy 😂,0.221,Positive,0.4404,Positive
you guns inspire me😀😀brbrfind the difference🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁,0.568,Negative,-0.9995,Negative
hata you are so funny 😂😂😂😂😅😅,0.2066666666666666,Positive,0.9604,Positive
do a mole stereotyped😊,0.644,Positive,0.5859,Positive
do a gymnastics  battle,0.0,Negative,-0.3818,Negative
utf ty wasted hell lots of food and destroyed the whole court 😱😱😱😱,0.19,Negative,-0.9843,Negative
thanks giving stereotyped😎,0.491,Positive,0.7269,Positive
rip due perfect basketball courtbrbrit hurt me to watch since i play basketball,0.0,Positive,0.4019,Positive
when he destroyed the basketball court i felt it in my heart 😢 that was painful to watch,0.007,Negative,-0.6124,Negative
rage monster 😂,0.221,Negative,-0.1779,Negative
rage monster when he does not get his puddingbrbrbrrip basketball court😭brand tape is not going to fix the floor 😂,0.064,Negative,-0.5859,Negative
for every like i get ill add a cow ,0.0,Negative,-0.0772,Negative
you know who is i absolutely amazing and beautifulbrbrbrbrbrbrbrbrread the first word 😊,0.644,Positive,0.8777,Positive
"The sound mixing in this film is dogshit, can’t hear a damn thing 🎬💩  ",0.0815,Negative,-0.4019,Negative
so they can do every day stuffs too 😃,0.557,Positive,0.3612,Positive
rip court😭😭😭😭😭,-0.093,Negative,-0.9382,Negative
yesssss the rage monster is back😠😠😠😠,-0.299,Negative,-0.9501,Negative
😄😄😄😂😂😂😄,0.3352857142857143,Positive,0.9812,Positive
two things do a amusement park sterno type and can you not do the rage monster this one made me cry🙁😖😭😭😭😭,-0.1053999999999999,Negative,-0.9039,Negative
him wonder why i haven39t been unloading after this did cry 😭😭😭,-0.093,Negative,-0.9081,Negative
may another stereotyped 😀😀😀,0.568,Positive,0.6486,Positive
a he anyone notice they put the milk jug on the rack 😂😂,0.221,Positive,0.7003,Positive
a he me looking at garre during could😱,0.19,Negative,-0.7003,Negative
perfect ,0.0,Positive,0.5719,Positive
why would they destroy the court noooooo😭😭😭😭😭😭😭😭😭,-0.0929999999999999,Negative,-0.984,Negative
a he did anyone else see the milk,0.0,Neutral,0.0,Neutral
Who the fuck approved this trash? Absolute failure 🚮🤬  ,0.0,Negative,-0.6124,Negative
i love how they did this in he 😂😂 only in texas ,0.221,Positive,0.875,Positive
a he cody just casually steals food from someone is cart ,0.0,Negative,-0.3818,Negative
what is inside due perfect grm rage monster does it well 😂,0.221,Positive,0.6249,Positive
quotas that a  misdemeanors or a felonyquot 😂,0.221,Positive,0.4404,Positive
"Get this crap out of here, it's so fucking annoying 🤮🙅‍♂️  ",-0.0385,Negative,-0.707,Negative
stop with the rage monster😂,0.221,Negative,-0.4404,Negative
the person who built the due perfect grm floor watching this is like,0.0,Positive,0.7351,Positive
y39all do should a texan stereotyped 😂😂😂,0.221,Positive,0.7579,Positive
the basketball court😭😭😭,-0.093,Negative,-0.8519,Negative
ll so true😂😂😂,0.221,Positive,0.8955,Positive
item the sample thief😂😂😂😂😂,0.221,Positive,0.8779,Positive
wait what about the person when you see someone you know you try to avoid then as much as possible but then they see you 😰,-0.02,Negative,-0.4767,Negative
are you watching this in quarante and you are super bored because quarante sucks😭😭😭 like if you agree 😁😁😁,0.178,Positive,0.6124,Positive
"This show is fucking unbearable, turn it off 📺💀",0.084,Neutral,0.0,Neutral
"This new feature is fucking annoying, remove it now 🔄💀  ",-0.1035,Negative,-0.4576,Negative
"This keyboard is a piece of shit, doesn't even work ⌨️💀  ",-0.207,Negative,-0.5574,Negative
this was the best stereotyped video ever😂😂,0.221,Positive,0.8316,Positive
codes voice crack when he yelled n o 😂,0.221,Positive,0.4404,Positive
of the comments are about the basketball court br4about stereotyped ideas and br1about the video 😂😂,0.221,Positive,0.5574,Positive
the best stereotyped ever 🙂🙂😂😂,0.221,Positive,0.9219,Positive
cart rider nation where y39all at 😂😂,0.221,Positive,0.7003,Positive
did anybody see the hole in a he because no one demand i remember shan destroy the basketball drunk board,0.0,Negative,-0.7737,Negative
can you give that food to some homeless people so he can sleep well in night and give you so much blessings,0.0,Positive,0.7076,Positive
77 million views 😯,0.123,Neutral,0.0,Neutral
pus repair that basketball court😊😊😊,0.644,Positive,0.9517,Positive
please do cooking stereotypesbrbrps if you are really reading this i love your channel keep doing what you are doing team copy😊😊,0.644,Positive,0.9552,Positive
how much did it cost you guns to repair that basketball court 😂,0.221,Positive,0.4404,Positive
😂😂😂😂😂😂,0.221,Positive,0.9468,Positive
"The sound mixing in this film is dogshit, can’t hear a damn thing 🎬💩  ",0.0815,Negative,-0.4019,Negative
you guns seriously need to do more stereotyped 😂,0.221,Negative,-0.0754,Neutral
what a waste of a really nice court 😥,0.122,Positive,0.3323,Positive
this is how many timesbrty lost his voice during rage monster bear,0.0,Negative,-0.7096,Negative
love from india 😍😍,0.678,Positive,0.8807,Positive
for the rage monster one ball that for pudding 😂😂,0.221,Positive,0.296,Positive
ruler as bayraklar as ,0.0,Neutral,0.0,Neutral
i guess stereotyped video should be more long like for least 10 minutes it would be lot fun that way🙂,0.0,Positive,0.764,Positive
i am sobbing to anyone who sobs to me,0.0,Negative,-0.7269,Negative
when he was doing the headstand in the cart 😂,0.221,Positive,0.4404,Positive
l😂😂😂😂😂l,0.221,Positive,0.9136,Positive
"Fucking useless feature, who even needs this? 🤬🔧  ",-0.375,Negative,-0.4754,Negative
why rage monster you destroyed that room and he forgot your pudding😐,-0.388,Negative,-0.7783,Negative
quarante 2020br  ,0.0,Neutral,0.0,Neutral
range monster i dont like 😡,-0.173,Negative,-0.2755,Negative
love this types of video,0.0,Positive,0.6369,Positive
🙃😁😀,0.5085,Positive,0.6705,Positive
i am very young and totally the person who rides the part  dont do it when your older brother is around though you are as good as dead 😓,-0.08,Negative,-0.6369,Negative
😂😂😂,0.221,Positive,0.8271,Positive
do airport stereotyped😅,0.178,Positive,0.0772,Positive
at a he there is an open cart to the right 😂,0.221,Positive,0.4404,Positive
you have to five the floor 😂,0.221,Positive,0.4404,Positive
"Fucking unplayable, this game is broken beyond repair 🎮🤡  ",0.427,Negative,-0.4767,Negative
ll mr expire date😂😂,0.221,Positive,0.7003,Positive
what happened to the grm😟😟😟,0.072,Negative,-0.6808,Negative
do not waste food guns 🙊🙊🙊😬😬😬😬😬,0.293375,Negative,-0.8257,Negative
the loops are hilarious😂😂😂,0.221,Positive,0.886,Positive
ll is your floor okay 😂,0.221,Positive,0.5859,Positive
yes another stereotyped also what has happened to your court 😳,0.018,Positive,0.128,Positive
Who the fuck wrote this script? Absolute dogshit 📜🤡,0.0,Negative,-0.5423,Negative
this was too amazingly perfect 😂,0.221,Positive,0.7841,Positive
i love this kind of video 😍😍😍,0.678,Positive,0.9217,Positive
likes ply it my b day😃,0.557,Positive,0.6486,Positive
the short line analyst is the best😂😂,0.221,Positive,0.875,Positive
this must have been an expensive video the the court being destroyed 😂,0.221,Negative,-0.0772,Neutral
poor court i am 😢,0.007,Negative,-0.7351,Negative
the cart rider 😂😂😂😂,0.221,Positive,0.891,Positive
the rage monster,0.0,Negative,-0.5574,Negative
my mouth dropped at the rage monster 😳😂,0.1195,Negative,-0.1779,Negative
i would get mercy but it costs too much money ,0.0,Positive,0.1901,Positive
"This guy's opinions are dumb as hell, pure bullshit 📢🤡",0.421,Negative,-0.9136,Negative
org i suggested this a year ago left omgbrbredit on beach stereotyped i had 138 likes i think i said shopping stereotyped now just wowbrbromg you legends thanks for likes d ,0.0,Positive,0.6249,Positive
a he he sounds like a minecraft villagerbrwoah thanks for 100 likes😁,0.449,Positive,0.8807,Positive
"This game is pure trash, I can’t believe people play this 🎮🤬  ",0.427,Positive,0.34,Positive
the rage monster and the cart rider were the funniest😂😂😂😘,0.3409999999999999,Positive,0.8885,Positive
brbrbrbrbrbr,0.0,Neutral,0.0,Neutral
should have done the workers think the shippers are in the waybrbrpeak shopping times in the up are often flooded with workers having a full conversation and blocking multiple aisle and they complain that you are trying to shop 🙄,0.0,Negative,-0.6249,Negative
best video😂,0.221,Positive,0.7964,Positive
y the court😢😂,0.114,Negative,-0.0516,Neutral
the rage monster was amazing😂brow much it will cost to repair it 😕but you are rich😉,0.0956666666666666,Positive,0.1531,Positive
This YouTuber's content is getting worse with time 📹🤦‍♂️  ,0.277,Negative,-0.4767,Negative
the basketball court was so cool but now not 🙁🙁🙁🙁🙁 a he,0.0,Negative,-0.7519,Negative
that is my favorite video especially when cody eats the mamma in the store 😂😮,0.245,Positive,0.7096,Positive
i miss he so much 😭,-0.093,Negative,-0.6077,Negative
i m the lost guy 😀,0.568,Positive,0.0516,Positive
the rage part was so funny 😂😂😂😂😂,0.221,Positive,0.9279,Positive
noooooooo the do 😫😫😫,-0.145,Negative,-0.8271,Negative
the rage monster does a lot of loss all the time😂,0.221,Negative,-0.4588,Negative
love that ty is always the one with the rage issues😂😂,0.221,Positive,0.8402,Positive
i really like rage monster version hahahalook  so real ahahah,0.0,Negative,-0.2698,Negative
the last number of your like is the player you recommend who you getbrbr1ninjabr2tfuebr3daequanbr4dakotazbr5nick eh 30br6tsmmythbr7couragebr8lachlanbr9marshmellobr0aliabrbrsubscribe,0.0,Positive,0.6486,Positive
jesus is coming back 🙏,0.417,Neutral,0.0,Positive
due all the milk eggs popcorn i feel sorry for the guy that clean the basketball court😭😭😭😭,-0.093,Negative,-0.875,Negative
dont waste food there so many hungry people did you know that 🙂🙂,0.0,Positive,0.7748,Positive
a he can you fix it ,0.0,Neutral,0.0,Neutral
i love range monster😈😈😈,0.265,Positive,0.9217,Positive
you waste food like any thing😠😡😠😡,-0.236,Negative,-0.7845,Negative
so funny 😂,0.221,Positive,0.7264,Positive
tyler i am mad 😠😡,-0.236,Negative,-0.7579,Negative
my sum is the cart  rider,0.0,Neutral,0.0,Neutral
who39s hungry😃😃😃😃😃😃😃😃😃😃😃😃,0.5570000000000002,Positive,0.9776,Positive
well i guess you guns need a new court 😂,0.221,Positive,0.6124,Positive
y you guns waste food,0.0,Negative,-0.4215,Negative
a he is definitely my dad😂,0.221,Positive,0.6808,Positive
sports shop stereotyped or shopping mall stereotyped😃😉,0.51,Negative,-0.2263,Negative
by the way i am just a kid😬,0.194,Negative,-0.34,Negative
rage monster 😂😂,0.221,Positive,0.296,Positive
rip for the basketball court🙉,0.333,Neutral,0.0,Positive
the rage 😂,0.221,Negative,-0.1779,Negative
great video awesome ,0.0,Positive,0.8481,Positive
"This movie is full of plot holes, what a fucking mess 🎭🤡  ",0.0,Negative,-0.4201,Negative
dramatizedbut still funny as neck i saw every single customer you named when i worked as a dagger dont forget the crazy bag lady who carries in 10 things of bags for one thing 😅,0.178,Positive,0.7965,Positive
best rage monster moment yet 😂,0.221,Positive,0.5423,Positive
marat squires that avacarto and puts it back 😂😂😂,0.221,Positive,0.8271,Positive
love  your video,0.0,Positive,0.6369,Positive
how much did this video cost 😨,-0.14,Negative,-0.4939,Negative
basically item the one with all these sufferings 😆😂,0.315,Positive,0.6597,Positive
a he you have that much money ,0.0,Neutral,0.0,Neutral
ruined a basketball court for a did 😂😂😂,0.221,Positive,0.6808,Positive
the rage monster 😂😂,0.221,Positive,0.296,Positive
😍,0.678,Positive,0.4588,Positive
and do a battle that copy should win😎,0.491,Positive,0.6369,Positive
i just came here to see tyler rage and mess something up 😂😂,0.221,Negative,-0.0772,Neutral
it hurt watching the basketball court being destroyed ,0.0,Negative,-0.765,Negative
this is jeff 🙋 he is 1 years older like  1 years old,0.485,Positive,0.6908,Positive
what no mr sleepy and no mr excuses😂,0.221,Negative,-0.128,Neutral
item the lost guy😂,0.221,Positive,0.1531,Positive
yes a new stereotyped video i love due perfect sterno type video ,0.0,Positive,0.8555,Positive
is this a misdemeanors or a felony 😂😂 had me dead,0.221,Negative,-0.4588,Negative
Why the fuck does this app take up so much storage? 📱💩  ,0.096,Negative,-0.5423,Negative
"This restaurant is nasty as hell, never coming back 🍽️🤢  ",0.0,Negative,-0.8481,Negative
a he my mon 😂😂😂,0.221,Positive,0.8271,Positive
this is has much i love due perfect ,0.0,Positive,0.836,Positive
i am the cart  rider,0.0,Neutral,0.0,Neutral
the avocado😂😂😂😂,0.221,Positive,0.891,Positive
boibrbrjust saw this and its already k views 😂,0.221,Positive,0.4404,Positive
2019 anyone😀😉😁,0.4933333333333333,Positive,0.6705,Positive
your stereotyped are so funny 😂 but please do more,0.221,Positive,0.6593,Positive
no firstbrno problembrbecause this video is so amazingbri am always enjoy when i watch this  video😍,0.678,Positive,0.6124,Positive
angry 🙄,0.0,Negative,-0.5106,Negative
rip basketball court,0.0,Neutral,0.0,Neutral
a he brush i work in produce at he i fucking hate when customers do that shit with the avocados 😤,-0.209,Negative,-0.8221,Negative
yooooooo this was crazy😂😂,0.221,Positive,0.5267,Positive
i am the person that looks for the milk that will last the longest ll 😂,0.221,Positive,0.4404,Positive
ff man they broke down their court😂😂,0.221,Positive,0.7003,Positive
poor basketball court 😂😂,0.221,Positive,0.4019,Positive
love these stereotyped video,0.0,Positive,0.4588,Positive
the rage monster stereotyped never gets old 😂😂😂leave a  if you agree,0.221,Positive,0.1531,Positive
i love how they always find a way to incorporate the rage monster 😂,0.221,Positive,0.5423,Positive
i am all of these stereotyped 😂,0.221,Positive,0.1779,Positive
another danger,0.0,Negative,-0.5267,Negative
a he that is me ll 😂,0.221,Positive,0.4404,Positive
i love you guns try to find the different one but only due perfect ,0.0,Positive,0.8248,Positive
i wonder how much money you need for doing the rage monster ,0.0,Negative,-0.5574,Negative
i up,0.0,Neutral,0.0,Neutral
i am the freeze freak out 😂,0.221,Positive,0.0516,Positive
