Cleaned_Comment,Emoji_Sentiment_Score
find the difference                       ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.2207133333333333
"Worst fucking store ever, rude staff and overpriced junk ????  ",-0.0245
rage monster is gone to another level????????,0.32899999999999996
wasted food??,-0.311
fixing that court must off cost a fortune ????????,0.19949999999999998
the most destructive rage monster part ever??,0.449
"Fucking garbage, I regret spending money on this ????  ",-0.024
please do a school stereotyped guns it would be great,0
love the stereotyped they do love due perfectbrhope they do a isolation stereotyped or a could 19 one ????,0.4495
a he wisconsin represent ,0
utf ,0
love you are trick shots and stereotyped keep it up ??,0.631
did anyone notice tis name as the cashier it said lauck ll??????????,0.221
why would they ruin there basketball court??,-0.118
i am definitely sure that they are planning to renovate the court no way they would39ve done that for a video alone???? i hope if they do renovate it they make it the black and green due perfect version,0.221
the berg con los subtitulos en esaul??,0.221
a he ??????,0.221
a he that is definitely me ??who did not do that as a child ,0.221
i will admit that i do ridethe cart especially when my parents take ten thousand years just to pick an item ?????? like if you agree ,0.221
what the basketball court ever do to you????????,0.14675
great video brows,0
i am 100 mr expiration date????,0.221
i am definitely the expiration date guy????,0.221
my favorite rage monster??????????????,0.22100000000000003
rage monster ????????????????,0.155
please do halloween stereotyped please??,0.221
it actually hurt my heart when they broke the court????,0.221
oh no your office??????????????????????????,-0.093
"The animation in this show is ugly as hell, lazy as fuck ????  ",0.167
??they destroyed the basketball court??,0.104
i am going to need more tape  yeah you are going to need a lot more tape ??,0.221
Why the fuck did they change the good features? Total downgrade ????,0
love this video ????????????????,0.30650000000000005
now,0
i dare you to do a fortnight dance challenge i love you ??,0.678
ty just ruined the basketball court but it was funny??????,0
i like turtle  do you leave like if yes       also do you know de was my brothers,0
the amount of food wasted african kiss could have fed with them ??,-0.08
mr too many items ??,-0.368
a he  a he report this to the police ,0
org i love these video ????,0.064
more stereotyped??????,0.221
how do you fix the floor if you broke it??????????????????????,0.18999999999999997
ll????,0.221
at a he who else saw the milk carbon stuffed with the packs of gum ll ?? i laughed so hard ??,0.221
guns that awesome ?? you should do fan stereotyped,0.455
i hope you guns fix the court ????,0.064
cool attitude  n great funny guysbrjust perfect,0
the rage monster ,0
a he ,0
you guns have to make video on how you fix rage monster attacks ??,0.221
i felt bad for the guy who didn39t bring tyler39s pudding he was like we can still fix this stop and all that stuff but i felt so sad for him even though this is just acting if possible please avoid rage monster it might lead to pain and just some money loss even though you are rich you shouldn39t do like that like just waste some money   i know you think i am nothing but just a cry baby but dont care by the way there is no hate i love due perfect but pus fulfill my wish,0
ply give me 1 ????,0.007
at first i was like yea okay rage monster is not the same until he gripped the floor ,0
i like your camera ,0
Fucking dumbass people hyping up this garbage ????  ,-0.207
i was just her for the rage monster????????,0.221
did you get the court fixed,0
i am the rage monster when they forget my chips ,0
about time dukes??b,0.221
"Fucking useless feature, just makes everything harder ????  ",-0.375
i have never cringe harder than i did watching you destroy that court???? real tears,-0.093
sorry to say that brother you cannot waste food like this???? in this world there are many people who cannot eat????so you should not waste food like thishow shameful this is????????,-0.19125
rip basketball court be all will miss you ??,-0.093
yaaaaas finally a stereotyped did i have been watching all the other ones nonstop love you are lids ,0
the court ??????????,0.269
my mon in a video??,0.221
cool did and funny ??,0.409
awesome did and ll ??,0.221
"Whoever mixed this song is a dumbass, sounds awful ????  ",0.5
you all guns awesome ????,0.701
Why the fuck does this game have so many microtransactions? ????  ,0.251
"This brand is a fucking scam, nothing but cheap garbage ????",0.251
before 1 mill  up the best ??,0.559
awesome ,0
Why the fuck did they change the good features? Total downgrade ????  ,0
Why does this software update make everything worse? ???????  ,0.19499999999999998
2 years ago and its now the 27 ,0
"Fucking useless feature, literally nobody needs this ????  ",-0.375
rip court,0
can you see purple leave a like if you can ?? bear,0.463
i am a fan of you guns due perfect you guns are so crazy funny ????,0.1995
mr one too many was hilarious ,0
poor court??,0.221
item a freeze person everytime ??????,0.221
now we know the floor is up to renovation what kind of floor are you guns thinking  i suggest concrete,0
go for cooking  stretogeoys,0
a he ,0
you guns r just plain awesomebr????,0.491
a he brief you just came to watch the rage monsterbri would say 15000 worth of damage  the food ??this is why world hunger exists ball  ??????,0.30050000000000004
good old he represent texas pride baby,0
why ruin the court ??????,-0.093
the rage monster is soooooooooooo stupid,0
planning on renovation court just rip up the floor for a video??,0.221
no into ????????,-0.093
?? ll,0.423
i love the music ,0
i am mr careless bus i do not use cart ??????,0.221
i love the rage monster but i will not destroy my house ??,0.221
a he i thought this was due perfect not how to basic ????,0.221
??????freeze freakout n cart rider,0.221
due perfect is always perfect??,0.491
my heart broke a little watching the court get thrashed ??,-0.093
the rage monster went too far for this one ,0
a he ll ??????????,0.221
i am big fan of you guysbrfrom bangladesh ??????,0.6856666666666666
i am so sorry i am a little late ?? can we do like a game stereotyped,0.221
this time they got no sponsors????,0.221
i just posted my first spoken word about my battle with anxiety please please leave me comments and check it out ,0
how do they fix the court,0
but can someone explain why they did that to the court ??,0.432
rage monster was on point though ,0
i say the rage monster is the awesome thing in the stereotyped videosty brow is the best for rage monster in stereotyped rock guns??,0.491
that is my dad over here a he ??,0.221
i swear i am hungry shipper??,0.018
as a manager of a grocer store this is accurate but you did miss a few the late night shipper who brings in their kiss the old person who thinks everything is prices wrong the person who doesn39t know how to read tags the person who ignores the lights on the registers the person who spends an hour at customer service completely considerate of the people in line behind them the list goes on ????,-0.093
Who the fuck thought this was a good idea? Total failure ????,0.139
this did is so reliable and its so funny????????,0.221
"Fucking overpriced trash, who the hell buys this? ????  ",-0.024
a he gets me every time????????great video by the way this is so true also so true on my family and myself ????????,0.22100000000000003
he is wasting food for no reason at all????  while there are some poor people who are starving for food that39s why i hate rage monster ty you have to stop this thing its not funny ok,-0.209
can you guns do a stereotyped of cooking??,0.568
the rage my monster always gets me ??????,0.221
when ty had cart probe there was an empty cart not even attached to a different one??why,-0.388
????????,0.221
feed the homeless series ??,0.644
due we are perfect due perfect??,0.557
"The lag in this game is absolute bullshit, fix your servers ????  ",0.5325
feel bad for the court ??,-0.118
dammmmmmm 1 million in 4 hours ??????????????,0.18999999999999997
i am so the lost guy,0
a he accurate of ,0
my favorite character has to be the rage monster ????,0.221
"This brand used to be good, now it’s just overpriced bullshit ????",0.251
item the cart rider ??,0.221
hahahahaha this is gold plain clean funny love the mixture of humor everyday experiences everybody can relate to and a couple trick shots thrown in gold ??????,0.221
rage monster is sly fucking scar?? did you surely broke you are by court????????????,0.2165714285714286
the court ???????? rip,-0.093
what the f due the floors ,0
a he  ll,0
???? no basketball court,0.221
they should do camping ,0
how much money  would they need to give to repair the floor in the rage monsters scene,0
"Fucking disaster of a product, broken on arrival ????  ",-0.207
the rage monster????,0.221
you need to fix the court though ????,0.221
this video is so perfect for my family when we went shopping when i was a kidbrmy dad short line analystbrmy mon produce inspectorcouponerbrme cart riderone trip masterbrall of us hungry shippers ,0
lost me when they started destroying the court   brbredit holy smokes  thanks for the likes check out my couture channel   i am going to post more,0
imagine how embarrassing it was to film this??,0.221
new video,0
org ?????? that was awesome you are so funny guns do more stuff like this,0.221
1 the cold isle stereotyped is so true ply send help 2 school stereotyped and i mean like the kind of young people you see ??,0.221
look at garters face at a he ??????,0.455
superduper cool ??,0.491
tie why did you brake the court that must cost slot to repair????????????????????,0.15139999999999998
sang ty must have been really mad that was the longest rage monster ever ??,0.221
i love the rage monster ??,0.221
school stereotyped ,0
who saw the dry salon to first ll ??,0.221
rage monster ????,0.221
my father being all of these stereotyped ,0
you39ll pay a lot for that court  ??????,-0.397
ty destroyed a court just for a pudding ??,0.221
wait chatty checkout did they rent the store ??,0.221
"Absolute bullshit, these ratings must be fake ???  ",0.23199999999999998
a he there is a open cart right next to him not in the rows ??,0.221
i think item everyone of those shippers ,0
atom ??,0.449
smiling like an idiot when it says  rage monster??,0.432
rip court??,0
can you please stop with the rage monster please that must have cost money to fix??,-0.173
i loved  it??,0.221
kiss could have ate this food in third world countries??,0
This headphone has the worst bass quality ????  ,0.414
pet steriotyp ,0
now i recommend this idea years ago and they made it i didn39t expect that rage monster scene ??,0.221
every like ill add a face??,0.631
a he what are those??????,0.221
please do this to my commentbrbrbrbrbrbrbr                 ,0
pus make shotgun trick shots 2brbrlike if you agree,0
love it your stereotyped are the best,0
a he my ears,0
nice  video ??,0.568
the basketball court i cringe that was a perfect basketball court ???? ll ,-0.093
i used to be the mr cold guy until i started working at roger then i got used to it i mean all it took was 20 minutes of cleaning in the giant walk in freeze??????,0.221
item the freeze freak out ??,0.449
i wonder how much money the have spent fixing the damage from the rage monster??,0.221
excellent german  chaos bienvenidos a mi canal de bricolaje ,0
due perfect please do thanksgiving stereotyped      like if you agree,0
a he anyone notice the milk ??,0.221
Another overpriced piece of shit from this company ????,0.251
clothes shopping with wives and kiss??,0.332
now you all actually destroyed the court??????,0.221
rage monster always gets me????????????,0.29150000000000004
why did he have to destroy the basketball court ????,0.221
do a whole video on the rage monster,0
macdonald thank and i love it ,0
???????? i am dying your amazing,0.221
a he,0
viewer from near,0
"Holy shit, these ads are annoying as fuck ????  ",0.638
boy??,-0.311
why the court  you could destroy his office ??,0.007
this video is so relateable  ??,0.221
The food here tastes like cardboard ????  ,0.417
a he,0
to  ty that was just ????????,0.0085
a he the cash goes bye??,0.007
how about soccer dad stereotyped??????,0.221
when you go too far for a joke ??,-0.093
finally another stereotyped i cannot stop laughing when i see these ,0
i sued and hit the like ??,0.701
the rage monster gets worst every time??,0.221
when he eats that candy like none of it fell in codes mouth??,0.221
hi500000,0
and also funny??????,0.221
rage monster is the best ????????bremen the cart rider,0.568
"The customer support is a joke, never buying again ????  ",0.4
boys go to college to get more knowledge girls go to jupiter to get more prettierbrbrbrbrbrbrsorry if you are a girl??,0.631
so funny that i almost see my pantsbrlol ??,0.221
"Fucking worst phone ever, overheating and lagging constantly ????",0.308
you guns are so funny????,0.221
do a  stereotyped,0
do not do this at home ??????,0.221
when the mad stereotyped came on they really went the extra mile just for the fan thanks love you guns??,0.644
oh its the dreaded cold aisle cody ??,0.221
brow the court??,-0.093
amazing as always??,0.221
the fucking basketball court floor????,0.19
i loved wars face when he squeezed the avocado it was like a kiss face when they da something they were not so post to do ????,0.221
a he funny story i lived next to trifles twice ??????what are the chances of that happening,0.221
been waiting to see this for a long time????,0.5295
i didn39t know people count how many items you get????????,0.221
i have to admit my mon is the coroner at the majority of stores that we go to ll??,0.221
cool ????,0.45699999999999996
this video is good,0
a he      ???????????? i cannot stop laughing ??,0.24785714285714286
love it,0
maybe a video game stereotyped??,0
everyone who works for instacart needs to see this??,0.221
a he random gallon of milk sitting with the batteries ??????????????,0.22100000000000003
but the court ?? i cringe the whole time rage monster was raging,0.018
a he how to basic??,0.221
????????my costo is exactly like this i can soon relate great did guns i think this is the best stereotyped yet,0.221
it makes me so uncomfortable when tyler started to destroy the basketball court??,-0.093
i got to raise my hand on being the onetrip master ??,0.449
i love your lids  sorry got carried away ,0
the way cody said its so deep ??????,0.332
who does the stuff nowadays wait you cannot corona??,0.221
soon good funny ?? amazing i love your lids a he,0.409
he destroyed the court ??????,0.19000000000000003
so much food wastedbronly in americabrsmh ,0
ah the re monster love it ,0
i am the last one ,0
awesome ,0
ny video boy,0
i think they do the rage monster just to flex on how much money they can spend on repairs and stuff??,0.221
grocer stores are the worst i should know because i wasted my young years working there ll ??,0.221
????????????,-0.14
these video are amazing,0
you can tell this is not real because there is only men in all of the aisle ??,0.221
a he cody39s one bananabrbrbrbrbrno one is going to find that funny ll????,0.315
we need a make ,0
a he you guns must be rich if you guns do that ,0
its funny because they39re true ,0
do a school stereotyped plzzz?????? i love you all so much,0.644
a he he just told the cash register ??,0.221
the rage came back and yeah how you going to repair the basketballl court??,0.409
chatty checkout cart rider ???? and the one trip guy ??,0.19233333333333333
"What a fucking letdown, I expected better from them ???????  ",-0.024
a he there is milk were all the gum is ll,0
that rage monster would of been expensive bye    money,0
i am the cart rider ??,0.221
let me save your time rage monster is at a he thanks??????,0.449
wtffff??????????,0.123
what bout the basketball court????,0.19
please do swimming stereotyped in swimming pool i thing its good idea??,0.568
i am surprised its not a palmar but he ??,0.221
"Whoever designed this UI is an asshole, what a mess ???????  ",0.2165
ahahah ??,0.449
they destroyed that grm damn,0
some you guns killed it again ,0
a he that part killed me ??,0.221
i am mr careless and freeze????,0.221
only us texans know about he ??,0.221
"This album is just noise, fucking trash music ????  ",0.537
the court??,-0.093
a he  hata ty in the background ll he just spraying around,0
they destroyed the basketball court completely ??,0.221
a he is a loose cart right next to himbrhappy now,0
br         this is billy ever like he grows br         a year how old can he get,0
"Fucking garbage quality, doesn’t even work properly ????  ",-0.291
an african child could eat that basketball court,0
due they are getting better at the rage monsters ??,0.221
org i laughed so hard when garrett smashed the avocado in his hand ????????????,0.221
did  anyone  one else  notice  the milk at a he,0
funniest segment in a while ,0
tbrthbrthebrthe bathe rabrthe ragbrthe ragebrthe rage mirth rage mobrthe rage monbrthe rage monsbrthe rage monstbrthe rage monstebrthe rage monsterbrthe rage monster girth rage monster gabrthe rage monster garbrthe rage monster garebrthe rage monster garetbrthe rage monster garettbrbr??????,-0.001
you are so funny??,0.409
Who the hell wrote this script? It’s fucking embarrassing ????  ,0
rage monster ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh????,-0.191
this was probably the cheapest rage monster they have ever made ??,0.221
brow that expiration date one is soon meet  oil ??????,0.221
    brim love  you,0
looks like they need a new court??,0.221
i really enjoyed this thanks guns ??,0.568
a he ????????,0.221
this funny????????,0.221
i love how its raining popcorn at a he,0
"This mic sounds like complete dogshit, refund now ????  ",0.18
guns i am such a big fan????,0.6154999999999999
that breaking rage monster destroyed the basketball rip??,0.007
i really really love rage monster ??????,0.221
balaga me with my mon at a he ??,0.221
great video guns keep it up been wanting this video for a very long time??????????,0.5454
my dad is literally all of these in one,0
64 views ask likes ,0
that was one of the best videosbrlove from keralaindia,0
that39s a lot of wastage ??????,0.221
funny video i love the rage monster he really funny ??,0.449
the poor guns in the store ??,0.221
a he had????????,0.221
the sample thieves are literally my brother and i??,0.221
i loves these video??????????,0.221
a he that is what she said ??,0.491
tyler39s in great shape off late keep up the good work man,0
for the next stereotyped maybe doing a halloween one or a birthday party one or a best friends one   br           like if you agree,0
did someone know about the sad speech from we superstar roman reigns????????,0.024999999999999994
i am here before a million view likes if you were and i will add a br,0
did they rent a grocer store to make this??,0.221
due perfect you can do this grocer store stereotyped but not soccer stereotyped ??,0.007
mr too many items had me dying ??,0.221
i hate the rage monster could you please take him trout of these video??,-0.173
i do not know what time it is anymore ??????,-0.151333333
i love this ??,0.141
a he me ll,0
a he when you have money to burn,0
oh my and literally every time me and my dad go to stop and shop for milk ill see which one has the highest expiration date??,0.221
love this series would love to see a skin stereotyped ????,0.449
you guns going to fix the court though right ????,0.221
so true  ,0
due watching tyler destroying the grm hurt me ??????,0.221
nice video very fun??,0.221
now i know what is inside a basketball court????????????????????????????????,0.20687499999999995
i love rage monster ??????,0.221
i was just waiting for the rage monster??,0.221
that milk scene ??????,0.221
when you are at checkout and realise you forgot that one item and make a run for your life to go get it????,0.221
i bought one of due perfect footfalls  and its the best football  i have ever had,0
the poor floor????,0.114
you guns should do a public pool  stereotyped that would be good,0
i hate you stupid tyler you make all the stereotyped video as the rage monster,0
being the rage monster must be so fun??,0.221
is how to basic involve with this ????,0.221
comment who you think the and is ,0
item your fan due perfect but dont waste foods or milk because there are millions kiss with family living hungry life or eat once a day    sweet and peace ??,0.587
you guns forgot the hot cheeks lover ??,0.221
"Fucking terrible camera, blurry as hell ????  ",-0.116
oh????the basketball court???? that made me cringe,-0.093
who comments then likes their own comment ??,0.221
my dad is totally the guy who does not take a cart??,0.221
working at a grocer store makes this so much greater as everything almost ?? is spot on so hilarious ??,0.342
idiot you ruined a perfectly good court ??,-0.374
a he my far part ????,0.024000000000000007
this sterno is amazing ????????????????????????????????,0.701
not the tapioca pudding??,-0.209
they have to add something to that other side of the court that is why they destroyed it??brbredit what do you think it is,-0.093
he wreck the basketball court that really broke my heart it went really deep in my heart????????????,-0.093
you really destroyed all the place for a pudding ????,0.156
if this comment gets a million likes i will go in to the street and yell i love due perfect ,0
rip ??,-0.093
he really destroyed the court ??,0.19
stop wasting 2 much fig money on the rage monster ,0
do not call corps,0
What a disaster of a product! Total failure ????  ,-0.44
item definitely the cart rider ,0
that poor avocado????????????,0.221
may another stereotyped video thanks due perfect ??,0.568
never clicked on something so fast ,0
yes you guns are so right on this video ??,0.221
there is always has to be a rage monster in a stereotyped video ??,0.221
ty is insane??????,0.221
every cart at palmar needs a tire rotation and ligament??,-0.388
the floor ??,0.269
how much will it cost to fix all of the damage,0
with october is my birthday??????,0.606
you forgot mr could you just reach that for me and mr could you please read me the ingredient i forgot my glasses ??,0.485
rage monster was l,0
a he  the rage monster had almost make me laugh and watch this over and over again ??but the main problem is who39s going to clean the court this takes months to finish it,0.221
halloween stereotyped pretty pretty please with ty cry the twins  and garrett on top ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.4489999999999998
??????????,0.269
my goldfish   ??,-0.093
item definitely the cart rider lost guy??,0.221
why would you do that to you are basket ball court??????,0.221
i actually judge people with more than 10 items on express line bus to be honest that39s annoying ??,0.221
school stereotyped ,0
ll this is such a hilarious did i think the short line analyst was soon me i think i related to literally everyone except the rage monster ?? pus do tennis stereotyped,0.221
iii lord lord lover lover love dark love debris love dudbri love dudebri love due peri love due peri love due peri love due perform love due perfebri love due perfecbri love due perfectbri love due perfecbri love due perfebri love due perform love due peri love due peri love due peri love dudebri love dudbri love debris love dark lover lover lord lbribrbrthat took foreverbrbut its cool i am sure this video took them forever to make so they deserve it??????,0.297
seeing ty rip up the court like that hurts my heart s and how rich do you have to be to do that for a video??,0.221
at you are local he ??,0.644
the rage monster one really made me agree ??why must they waste so much food and must they really make it so dramatic no hate honestly i love their video but brush,-0.08
a he when you know you are butt guilty ??,0.221
i really like the video???? but i dont like how you handle with the food ll,0.4495
a he random milk carbon ,0
why did he have to tear up the court ??,0.007
"Fucking hell, this is the worst UI I've ever seen ?????",0
ty you dumb little rage monster mon you reached the floor of up and if you do that again i guess i have to leave a   damn dislike for the channel ????,-0.196
that rage monster physically hurt me ????,0.007
death basketball court is dead br                 rip the basketball court                       2016 2018????????,-0.093
the rudeness test ??,0.221
oh my god broke the basketball table ????,0.19
a he even though there is one right there?????? love up,0.221
wood very nice video,0
too i have a idea for a trickshot video you can do shopping cart trick shots pus,0
the first one us even better if there are old people matter on which side??,0.463
hey due perfect i know you probably will not read this but i am 10 and i love you channel keep it up i really appreciate all the work you put into things and you guns are my favorite channel i love trick shots and stereotyped i was going through some really bad depression and you guns helped me get through it so even if you do not see this or do anything i hope you know how much you have helped me i love you guns so thank you????????,0.6695000000000001
how could you just destroy a full court like that ??,0.221
finally a stereotyped video  ,0
the bal court ?????? oil,0.221
these guns just wasted a lot of foodbrpeople are dying for this food and they??????,-0.322333333
me still watching this 3 years later it never gets old or bad ??,0.449
lumbo??????????,0.611
a he d????????????,0.445
org why was tyler destroying the up basketball courtyard worst the grocerieslololol ?????? tyler you are the greatest rage monster,0.409
sorry to say but didn39t like your video loved it??,0.491
on too many did you see the milk carbon in the side food thing ,0
item sorry cody????,-0.118
this is the best stereotyped you guns ever made good job brbrbrbrbrall of these are so true by the way,0
i only loved rage monster ,0
my whole family favorite due perfect member of the due perfect show??,0.557
what or those,0
omgggg you guests made my day thankyou so much??,0.644
a he oh no he told the cash register ??,0.221
i hate the rage monster????????,-0.236
Who the hell let this dumbass speak? His opinions are trash ????  ,0.421
Who the fuck would pay for this trash? ????  ,-0.1405
i am soon freeze freak out every time i am in the cold ill i barely make it out alive????,0.040499999999999994
the moment when you watch this video 2020 ??,0.221
     ?? ,0.678
"This fucking movie was a waste of time, absolute garbage ????  ",0.279
i love the rage monster ????,0.449
good videooooo have not even watched it yet ?? but i know already its amazing wait let me watch it now,0.221
do any of you realise how seldom cry and copy appear in video nowadays????,0
in love with rage monster who39s with me????,0.485
is due perfect leaving he because he just tore out the basketball court ,0
"Holy shit, this team is playing like a bunch of amateurs ??????  ",0.3705
i am the one trip guy i refuse to take 2 or more trips ??,0.449
??????,0.221
item ready for season??,0.491
a he what you came for??,-0.311
rage monster never gets old ??,0.221
hello couture friends  if you do not watch my first couture video your mon dies but subscribe to my channel and declares your crush ,0
the cart is so accurate??,0.221
a he ??????,0.221
by boots,0
the hungry shipper is definitely me,0
i hope people come in a few months in 2019 this is not enough comments ,0
"This app is useless as fuck, does nothing right ????  ",0.096
football  stereotyped,0
the rage monster made me laugh so much ??,-0.093
it is so funny ????????,0.221
nopeim just waiting for rage monster part ??,0.221
so reliable ,0
i relate to the hungry shipper ??b,0.221
which onebrbrnormal reverse ,0
i like in stereotyped rage monster ?? ,-0.173
why did you brake the court ????,-0.093
like,0
so funny????,0
"This album is just noise, fucking trash music ????",0.537
yaaaaa love you like if you agree,0
i love the video ??,0.178
masha they forgot the person who leaves items on random shelves when they do not want them anymore the milk at a he ??,0.221
do a fishes stereotyped sometime please ,0
anyone here on christmas eve ,0
that is how you know up got bank when they destroy their own property for the sake of this one video ??,0.221
i am the freeze freak out 100??,0.221
so that39s why you got a new grm floor??,0.221
my friend is so funny ???????? fhigvfjivfijn vjnonuonnjoiui i iii uioiitijioni,0.449
how can they afford to break so much stuff for the rage monster ??,0.221
"This movie is absolute fucking trash, what a waste of time ????  ",0.279
favorite rage monster scene of all episodes ????,0.178
can anybody check out my latest video and give me some feedback on the comments because it would mean a lot,0
that is got to costs a lost money to repair but at the same time they are due perfect and they have lots of money so they can easily pay for it but the people who were fixing it probably question a lot of things????????????,0.221
sees ratification goes onto did as fast as i can to see if i am first brbrbrbrbrbrbralready ask views ,0
your video are cool ?? and fun,0.491
finally another one ,0
?? pretty cool,0.491
i like the rage monster ????,0.07950000000000002
why did you have to ruin a probably 5000 basket ball court ????????,-0.368
like for best stereotyped did????????,0.221
??????,0.221
????????????,0.221
???? this is hilarious,0.221
i am both the hungry shipper and the lost guy,0
hey hope you are having a good day??,0.568
"This device feels cheap as hell, what a rip-off ????  ",0.159
????????,0.221
i work at he and this is all so true??,0.221
so reliable??????????,0.3578
a he ty said he told the cash register ??????????,0.221
anybody else watch just for the rage monster??,0.221
d,0
i van39t believe ty actually destroyed the floor??,0.221
every body just watches for the rage monster,0
org ????,0.269
a he ??,0.221
these are hilarious keep up the good work up ??,0.221
poison ??,0.619
now no mention of he when they let you all do this in their store as an employee i find that to be maddening ??,0
spot brim the freeze freakout,0
defy the hungry shipper ??,0.221
i love the due perfect stereotyped but i really do not like the rage one just wasting things and stuff doesn39t make sense to me without that it would be perfect love from germany,0
rage monster is always best,0
i like it and cool ??,0.491
please tell me you can fix the court ??????,0.19000000000000003
you just destroy the hall brief due  ??,0.178
i am the cart rider?? ,0.221
dont waste food guns??????????,0.409
freezing freakout is so me,0
due perfectbrbrasil,0
"This chair is stiff as fuck, worst purchase ever ????  ",0
more of these ??????,0.221
that poor basketball court??,-0.093
you guns need to do a going to church stereotyped?? seriously,0.178
i can never get over how true these all are ????????????,0.221
messrs stereotyped is back ??,0.568
who here just looked in the comment section just to find comments complaining about the basketball courtbredit oh my gash i have never got more than like 10 likes thanks so much??,0.221
what do you think playing half court ????????????,-0.145
"This controller is absolute dogshit, buttons barely work ????  ",0.1555
"This website is so slow, impossible to use ????  ",0.4485
awecone ,0
how long did it take to clean up that mess with the candy in the store????????,0.178
like if the stereotyped are also you are favorite part of due perfect??,0.568
that is an expensive rage monster ??,0.221
a he  a he there was a cart next to him perfectly normal??,0.221
so funny ??,0.221
"Fucking joke of a product, doesn’t even work properly ????  ",-0.2455
imagine they missed up on the rage monster??,0.085
avocado  rip ????,0.221
i love your video can you please make a stereotyped that is about kiss ??????,0.221
rip the studio,0
poor basketball court??,0.007
a he who busy one banana??,0.221
the ragemonster though????,0.359
i am a h e b shopping sex gal id shop there than anywhere else ????????,0.457
a he when your mon tells you you have to go to summer school????,0.221
i came here only for rage monster ??,0.221
my face watching the basketball court ????,-0.2155
"This band’s new album is absolute dogshit, what happened? ????  ",0.16500000000000004
come to the netherlands to see the grocer stores the biggest stores have a maximum of 8 checkouts,0
"Worst fucking purchase ever, what a waste of money ????  ",0.4
i am probably the rage monster when mon forget what i want from the grocer store????????,0.221
i love your video??,0.678
i work at he myself by the way awesome company to work for but i cannot make this up this is dead ass accurate of ????????,0.221
we should do a homework st plus rage monster ,0
what the fuck episode bull shit??????,0.19400000000000003
do you get a new floor or what br??,0.221
hungry shipper??sample thieves ??bridge monster ?? the best like for rage monster 351 to 448,0.4486666666666667
great idea of growers   brim liked the rage monster,0
this is nibblebrhe is lost in a forestry like  1 magical carrot to help him find his way out,0
he now nice,0
such a waste of food????,-0.397
a he ??,0.221
i had my worst day i lost my wallet i got an f and then i got home i saw this a this video made my day,0
did you guns notice that ty wasn39t so happy in the outre burri wonder why ,0
org ?? cart probe had almost killed me ??????,0.14875
soccer   ,0
????,0.1375
my mon is literally every single one if these ??,0.221
do not waste eggs given by chickens ,0
a he its so deep that is what she said ??,0.463
a he is there a jug of milk next to tyler br??????????,0.221
"Who wrote this plot? It’s so fucking dumb, makes no sense ????  ",0.279
the rage in this one went a little too far ,0
item the hungry stoper,0
a he ??????,0.221
a he how to basic ??,0.221
puts locks??????,0.221
a he me actually ??,0.449
 wicked funny,0
he ??????such a texas store,0.221
a he i hate when that happens like if you agree,0
when someone kills you in fortunate a he ??,0.221
the courts gone ??,0.221
a he garrett face ??,0.221
but the court????????,-0.145
why this people is so cool video making????,0.449
i was waiting for this moment a he ????,0.6175
a he he,0
airplane stereotyped next ??,0.417
please dont roast me in the comments but i forgot this show existed ??,0.221
at a he there is some milk on the side,0
"Holy shit, this phone overheats like crazy ????",0.0505
i love how garre is strolling through interest ????,0.221
"Fucking dumbass decision, ruined everything good about the product ???????  ",0.132
everything happened to me????,0.221
to break his own floor ?? pretty awesome ????,0.49099999999999994
rage monster weird of??,0.221
i am a cart rider ,0
i am sex and i know it ll ??,0.221
this is how much money up spent on rage monster after this video br,0
tyler is always being the mr rage monster may ??,0.221
who else notice the wastage of food??,0.122
loved the cart rider????,0.221
a he cheque or check ,0
our dog passed away yesterday she as supplies that are three weeks old br like  1 she is going good at dog heavebrrip sally br??????,-0.093
org their basketball field??????,-0.14
that court has feelings what did it ever do to you ??,-0.093
a he that39s so me ??so is a he,0.221
probably like 2 million ??,0.221
"This new season is absolute garbage, what a letdown ????",0.084
a he  due perfect becomes howtobasic kisses from france  ,0
a he i was like wait i am a triple ??,0.221
halloween stereotyped nextbrrage monster ruined the basketball court,0
i am sure everybody was staring at you like ,0
a he the rage guy in the background is like i m going to spray paint the floor ,0
a he did not expect that ??,-0.068
holy cow that rage monster probably the most damage causing one??,0.221
night they just broke half their fucking court ??,0.194
i just noticed the guy at a he in the background filling them??,0.221
"Another fucking failed attempt at innovation, just stop ????  ",0.6
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,-0.299
i play basketball  ,0
"Fucking slowest loading screen I’ve ever seen, fix this shit ????  ",0.427
ply tell me ty did not destroy  because if that happens then no more did ????????????????????????????????????,-0.097444444
where is the monster??????,-0.173
?? may a new stereotyped,0.568
this is dead  on ????,0.221
item hurt they really destroyed the basketball court ??????,-0.093
i died at a he ??,0.221
org why is this so accurate????,0.038000000000000006
they might be renovation basketball court ??,0.221
